timestamp,battery_voltage,engine_speed,vehicle_speed,coolant_temp,throttle_position,brake_pressure,fuel_level,oil_pressure,gear_position,ambient_temp,ecu_state,ecu_fault_latched
5140,12.5,0,0,90,0,0,55,0,3,25,5,1
5150,12.5,0,0,90,0,0,55,0,3,25,5,1
5160,12.5,0,0,90,0,0,55,0,3,25,5,1
5170,12.5,0,0,90,0,0,55,0,3,25,5,1
5180,12.5,0,0,90,0,0,55,0,3,25,5,1
5190,12.5,0,0,90,0,0,55,0,3,25,5,1
5200,12.5,0,0,90,0,0,55,0,3,25,5,1
5210,12.5,0,0,90,0,0,55,0,3,25,5,1
5220,12.5,0,0,90,0,0,55,0,3,25,5,1
5230,12.5,0,0,90,0,0,55,0,3,25,5,1
5240,12.5,0,0,90,0,0,55,0,3,25,5,1
5250,12.5,0,0,90,0,0,55,0,3,25,5,1
5260,12.5,0,0,90,0,0,55,0,3,25,5,1
5270,12.5,0,0,90,0,0,55,0,3,25,5,1
5280,12.5,0,0,90,0,0,55,0,3,25,5,1
5290,12.5,0,0,90,0,0,55,0,3,25,5,1
5300,12.5,0,0,90,0,0,55,0,3,25,5,1
5310,12.5,0,0,90,0,0,55,0,3,25,5,1
5320,12.5,0,0,90,0,0,55,0,3,25,5,1
5330,12.5,0,0,90,0,0,55,0,3,25,5,1
5340,12.5,0,0,90,0,0,55,0,3,25,5,1
5350,12.5,0,0,90,0,0,55,0,3,25,5,1
5360,12.5,0,0,90,0,0,55,0,3,25,5,1
5370,12.5,0,0,90,0,0,55,0,3,25,5,1
5380,12.5,0,0,90,0,0,55,0,3,25,5,1
